model_id,date,quality_score,cost_per_1k_queries,quality_per_dollar,speed_per_dollar,price_performance_ratio,elo_benchmark_blend
mistral-small-2,2026-02-09,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-02-16,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-02-23,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-03-02,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-03-09,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-03-16,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-03-23,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-03-30,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-04-06,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-04-13,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-04-20,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-04-27,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-05-04,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-05-11,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-05-18,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-05-25,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-06-01,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-06-08,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-06-15,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-06-22,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-06-29,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-07-06,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-07-13,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-2,2026-07-20,53.05,0.6480,81.8673,98.7654,104.1089,0.6399
mistral-small-1,2024-06-03,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-06-10,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-06-17,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-06-24,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-07-01,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-07-08,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-07-15,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-07-22,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-07-29,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-08-05,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-08-12,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-08-19,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-08-26,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-09-02,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-09-09,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-09-16,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-09-23,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-09-30,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-10-07,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-10-14,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-10-21,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-10-28,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-11-04,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-11-11,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-11-18,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-11-25,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-12-02,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-12-09,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-12-16,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-12-23,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2024-12-30,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-01-06,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-01-13,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-01-20,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-01-27,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-02-03,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-02-10,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-02-17,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-02-24,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-03-03,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-03-10,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-03-17,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-03-24,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-03-31,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-04-07,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-04-14,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-04-21,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-04-28,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-05-05,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-05-12,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-05-19,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-05-26,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-06-02,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-06-09,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-06-16,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-06-23,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-06-30,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-07-07,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-07-14,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-07-21,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-07-28,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-08-04,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-08-11,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-08-18,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-08-25,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-09-01,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-09-08,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-09-15,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-09-22,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-09-29,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-10-06,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-10-13,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-10-20,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-10-27,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-11-03,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-11-10,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-11-17,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-11-24,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-12-01,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-12-08,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-12-15,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-12-22,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2025-12-29,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-01-05,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-01-12,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-01-19,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-01-26,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-02-02,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-02-09,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-02-16,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-02-23,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-03-02,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-03-09,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-03-16,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-03-23,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-03-30,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-04-06,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-04-13,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-04-20,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-04-27,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-05-04,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-05-11,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-05-18,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-05-25,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-06-01,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-06-08,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-06-15,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-06-22,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-06-29,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-07-06,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-07-13,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-small-1,2026-07-20,61.84,0.5280,117.1212,102.2727,142.5017,0.6939
mistral-nemo,2024-07-22,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-07-29,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-08-05,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-08-12,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-08-19,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-08-26,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-09-02,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-09-09,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-09-16,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-09-23,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-09-30,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-10-07,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-10-14,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-10-21,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-10-28,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-11-04,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-11-11,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-11-18,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-11-25,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-12-02,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-12-09,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-12-16,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-12-23,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2024-12-30,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-01-06,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-01-13,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-01-20,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-01-27,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-02-03,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-02-10,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-02-17,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-02-24,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-03-03,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-03-10,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-03-17,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-03-24,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-03-31,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-04-07,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-04-14,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-04-21,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-04-28,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-05-05,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-05-12,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-05-19,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-05-26,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-06-02,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-06-09,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-06-16,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-06-23,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-06-30,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-07-07,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-07-14,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-07-21,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-07-28,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-08-04,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-08-11,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-08-18,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-08-25,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-09-01,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-09-08,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-09-15,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-09-22,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-09-29,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-10-06,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-10-13,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-10-20,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-10-27,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-11-03,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-11-10,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-11-17,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-11-24,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-12-01,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-12-08,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-12-15,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-12-22,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2025-12-29,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-01-05,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-01-12,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-01-19,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-01-26,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-02-02,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-02-09,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-02-16,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-02-23,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-03-02,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-03-09,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-03-16,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-03-23,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-03-30,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-04-06,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-04-13,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-04-20,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-04-27,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-05-04,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-05-11,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-05-18,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-05-25,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-06-01,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-06-08,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-06-15,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-06-22,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-06-29,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-07-06,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-07-13,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-nemo,2026-07-20,69.11,1.3560,50.9661,31.7109,79.7148,0.7332
mistral-7b,2024-06-03,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-06-10,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-06-17,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-06-24,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-07-01,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-07-08,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-07-15,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-07-22,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-07-29,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-08-05,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-08-12,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-08-19,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-08-26,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-09-02,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-09-09,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-09-16,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-09-23,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-09-30,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-10-07,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-10-14,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-10-21,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-10-28,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-11-04,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-11-11,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-11-18,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-11-25,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-12-02,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-12-09,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-12-16,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-12-23,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2024-12-30,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-01-06,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-01-13,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-01-20,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-01-27,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-02-03,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-02-10,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-02-17,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-02-24,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-03-03,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-03-10,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-03-17,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-03-24,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-03-31,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-04-07,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-04-14,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-04-21,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-04-28,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-05-05,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-05-12,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-05-19,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-05-26,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-06-02,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-06-09,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-06-16,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-06-23,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-06-30,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-07-07,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-07-14,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-07-21,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-07-28,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-08-04,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-08-11,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-08-18,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-08-25,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-09-01,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-09-08,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-09-15,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-09-22,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-09-29,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-10-06,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-10-13,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-10-20,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-10-27,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-11-03,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-11-10,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
mistral-7b,2025-11-17,75.36,0.8280,91.0145,143.7198,122.8918,0.7898
