model_id,provider,release_date,context_window,modality,open_weight,parameter_count,arena_elo
mixtral-8x22b-featherlessai,Featherless AI,2024-04-10,65536,text,True,141B MoE,1061
mixtral-8x7b-chutesai,Chutes AI,2023-12-11,32768,text,True,46.7B MoE,1115
codestral-22b-infermatic,Infermatic,2024-05-29,32000,text,True,22B,1252
codestral-mamba-unifyai,Unify AI,2024-07-16,256000,text,True,7B,1330
pixtral-12b-groq,Groq,2024-09-17,128000,multimodal,True,12B,1149
mathstral-7b-cerebras,Cerebras,2024-07-16,32768,text,True,7B,1260
qwen-3-235b-togetherai,Together AI,2026-04-01,128000,text,True,235B MoE,1339
qwen-3-72b-fireworksai,Fireworks AI,2026-04-01,128000,text,True,72B,1169
qwen-3-32b-deepinfra,DeepInfra,2026-04-01,128000,text,True,32B,1077
qwen-3-14b-openrouter,OpenRouter,2026-04-01,128000,text,True,14B,1099
qwen-3-8b-leptonai,Lepton AI,2026-04-01,128000,text,True,8B,1052
qwen-3-vl-72b-replicate,Replicate,2026-05-15,128000,multimodal,True,72B,1174
qwen-3-coder-32b-novitaai,Novita AI,2026-05-01,128000,text,True,32B,1002
qwen-2.5-72b-awsbedrock,AWS Bedrock,2024-09-19,128000,text,True,72B,1083
qwen-2.5-32b-anyscale,Anyscale,2024-09-19,128000,text,True,32B,1013
qwen-2.5-14b-sambanova,SambaNova,2024-09-19,128000,text,True,14B,1150
qwen-2.5-7b-hyperbolic,Hyperbolic,2024-09-19,128000,text,True,7B,1015
qwen-2.5-3b-lambdalabs,Lambda Labs,2024-09-19,32768,text,True,3B,1063
qwen-2.5-1.5b-runpod,RunPod,2024-09-19,32768,text,True,1.5B,1261
qwen-2.5-0.5b-vastai,Vast AI,2024-09-19,32768,text,True,0.5B,1203
qwen-2.5-coder-32b-featherlessai,Featherless AI,2024-11-12,128000,text,True,32B,1079
qwen-2.5-coder-14b-chutesai,Chutes AI,2024-11-12,128000,text,True,14B,1035
qwen-2.5-coder-7b-infermatic,Infermatic,2024-09-19,128000,text,True,7B,1189
qwen-2.5-coder-1.5b-unifyai,Unify AI,2024-09-19,32768,text,True,1.5B,1127
qwen-2.5-math-72b-groq,Groq,2024-09-19,4096,text,True,72B,1219
qwen-2.5-math-7b-cerebras,Cerebras,2024-09-19,4096,text,True,7B,1300
qwen-2.5-vl-72b-togetherai,Together AI,2024-09-19,128000,multimodal,True,72B,1238
qwen-2.5-vl-7b-fireworksai,Fireworks AI,2024-09-19,128000,multimodal,True,7B,1255
qwen-2-72b-deepinfra,DeepInfra,2024-06-06,128000,text,True,72B,1182
qwen-2-57b-a14b-openrouter,OpenRouter,2024-06-06,32768,text,True,57B MoE,1043
qwen-1.5-110b-leptonai,Lepton AI,2024-04-25,32768,text,True,110B,1151
grok-1-replicate,Replicate,2023-11-04,8192,text,True,314B MoE,1126
phi-4-novitaai,Novita AI,2024-12-12,16000,text,True,14B,1083
phi-4-reasoning-awsbedrock,AWS Bedrock,2026-03-25,32000,text,True,14B,1164
phi-4-multimodal-anyscale,Anyscale,2026-04-30,128000,multimodal,True,14B,1277
phi-4-mini-sambanova,SambaNova,2026-05-10,32000,text,True,3.8B,1258
phi-3.5-moe-hyperbolic,Hyperbolic,2024-08-21,128000,text,True,42B MoE,1094
phi-3.5-vision-lambdalabs,Lambda Labs,2024-08-21,128000,multimodal,True,4.2B,1217
phi-3.5-mini-runpod,RunPod,2024-08-21,128000,text,True,3.8B,1317
phi-3-medium-vastai,Vast AI,2024-05-21,128000,text,True,14B,1056
phi-3-small-featherlessai,Featherless AI,2024-05-21,128000,text,True,7B,1123
phi-3-mini-chutesai,Chutes AI,2024-04-23,128000,text,True,3.8B,1251
phi-2-infermatic,Infermatic,2023-12-13,2048,text,True,2.7B,1297
llama-3.3-70b-groq-unifyai,Unify AI,2024-12-06,128000,text,True,70B,1092
llama-3.1-70b-groq-groq,Groq,2024-07-23,128000,text,True,70B,1182
llama-3.1-8b-groq-cerebras,Cerebras,2024-07-23,128000,text,True,8B,1001
deepseek-r1-groq-togetherai,Together AI,2025-01-20,128000,text,True,70B,1081
mixtral-8x7b-groq-fireworksai,Fireworks AI,2024-01-15,32768,text,True,46.7B MoE,1281
gemma-2-9b-groq-deepinfra,DeepInfra,2024-07-01,8192,text,True,9B,1337
llama-3.3-70b-cerebras-openrouter,OpenRouter,2024-12-06,128000,text,True,70B,1035
llama-3.1-70b-cerebras-leptonai,Lepton AI,2024-08-01,128000,text,True,70B,1350
llama-3.1-8b-cerebras-replicate,Replicate,2024-08-01,128000,text,True,8B,1026
llama-3.3-70b-sambanova-novitaai,Novita AI,2024-12-06,128000,text,True,70B,1136
llama-3.1-405b-sambanova-awsbedrock,AWS Bedrock,2024-08-15,128000,text,True,405B,1254
deepseek-r1-sambanova-anyscale,Anyscale,2025-01-20,128000,text,True,671B MoE,1184
qwen-2.5-72b-sambanova-sambanova,SambaNova,2024-10-01,128000,text,True,72B,1159
llama-3.3-70b-bedrock-hyperbolic,Hyperbolic,2024-12-06,128000,text,True,70B,1067
phi-4-azure-lambdalabs,Lambda Labs,2024-12-12,16000,text,True,14B,1110
llama-3.3-70b-vertex-runpod,RunPod,2024-12-06,128000,text,True,70B,1371
deepseek-v3-fireworks-vastai,Vast AI,2024-12-26,128000,text,True,671B MoE,1083
deepseek-r1-fireworks-featherlessai,Featherless AI,2025-01-20,128000,text,True,671B MoE,1314
llama-3.3-70b-fireworks-chutesai,Chutes AI,2024-12-06,128000,text,True,70B,1084
qwen-2.5-coder-32b-fireworks-infermatic,Infermatic,2024-11-12,128000,text,True,32B,1296
llama-3.3-70b-together-unifyai,Unify AI,2024-12-06,128000,text,True,70B,1340
llama-3.1-405b-together-groq,Groq,2024-07-23,128000,text,True,405B,1093
deepseek-v3-together-cerebras,Cerebras,2024-12-26,128000,text,True,671B MoE,1348
deepseek-r1-together-togetherai,Together AI,2025-01-20,128000,text,True,671B MoE,1012
qwen-2.5-72b-together-fireworksai,Fireworks AI,2024-09-19,128000,text,True,72B,1259
mixtral-8x22b-together-deepinfra,DeepInfra,2024-04-10,65536,text,True,141B MoE,1133
llama-3.3-70b-deepinfra-openrouter,OpenRouter,2024-12-06,128000,text,True,70B,1105
deepseek-v3-deepinfra-leptonai,Lepton AI,2024-12-26,128000,text,True,671B MoE,1164
qwen-2.5-72b-deepinfra-replicate,Replicate,2024-09-19,128000,text,True,72B,1208
wizardlm-2-8x22b-deepinfra-novitaai,Novita AI,2024-04-15,65536,text,True,141B MoE,1298
deepseek-r1-openrouter-awsbedrock,AWS Bedrock,2025-01-20,128000,text,True,671B MoE,1185
llama-3.3-70b-openrouter-anyscale,Anyscale,2024-12-06,128000,text,True,70B,1284
nemotron-4-340b-sambanova,SambaNova,2024-06-24,4096,text,True,340B,1127
llama-3.1-nemotron-70b-hyperbolic,Hyperbolic,2024-10-01,128000,text,True,70B,1093
nemotron-ultra-253b-lambdalabs,Lambda Labs,2026-03-10,128000,text,True,253B,1089
nemotron-4-15b-runpod,RunPod,2024-06-24,4096,text,True,15B,1347
jamba-instruct-vastai,Vast AI,2024-04-10,256000,text,True,52B MoE,1030
hunyuan-large-featherlessai,Featherless AI,2025-06-01,256000,text,True,389B MoE,1039
yi-1.5-34b-chutesai,Chutes AI,2024-05-13,200000,text,True,34B,1298
yi-1.5-9b-infermatic,Infermatic,2024-05-13,200000,text,True,9B,1134
yi-1.5-6b-unifyai,Unify AI,2024-05-13,200000,text,True,6B,1162
codegeex-4-groq,Groq,2025-12-01,128000,text,True,9B,1113
granite-3.1-32b-cerebras,Cerebras,2025-02-05,128000,text,True,32B,1050
granite-3.1-8b-togetherai,Together AI,2025-02-05,128000,text,True,8B,1275
granite-3.1-2b-fireworksai,Fireworks AI,2025-02-05,128000,text,True,2B,1271
granite-vision-3.2-deepinfra,DeepInfra,2025-06-10,128000,multimodal,True,2B,1374
dbrx-132b-openrouter,OpenRouter,2024-03-27,32768,text,True,132B MoE,1354
dbrx-instruct-leptonai,Lepton AI,2024-03-27,32768,text,True,132B MoE,1118
llama-3.1-dbrx-70b-replicate,Replicate,2025-02-10,128000,text,True,70B,1203
dbrx-8b-preview-novitaai,Novita AI,2026-01-15,128000,text,True,8B,1085
mpt-30b-awsbedrock,AWS Bedrock,2024-05-01,8192,text,True,30B,1103
solar-10.7b-anyscale,Anyscale,2024-03-15,4096,text,True,10.7B,1054
xlam-2-35b-sambanova,SambaNova,2025-10-01,128000,text,True,35B MoE,1372
xgen-7b-hyperbolic,Hyperbolic,2024-06-15,8192,text,True,7B,1327
stable-llm-12b-lambdalabs,Lambda Labs,2024-10-20,4096,text,True,12B,1239
stable-llm-3b-runpod,RunPod,2024-06-10,4096,text,True,3B,1157
apple-foundation-3b-vastai,Vast AI,2025-06-10,32000,text,True,3B,1248
milm-13b-featherlessai,Featherless AI,2024-09-15,32000,text,True,13B,1162
milm-6b-chutesai,Chutes AI,2024-04-01,32000,text,True,6B,1296
samsung-gauss-13b-infermatic,Infermatic,2025-06-01,32000,text,True,13B,988
samsung-gauss-7b-unifyai,Unify AI,2024-11-20,32000,text,True,7B,1313
olmo-7b-v1.7-groq,Groq,2024-07-01,4096,text,True,7B,1292
olmoe-1b-7b-cerebras,Cerebras,2024-09-01,4096,text,True,7B MoE,1199
starcoder-2-15b-togetherai,Together AI,2024-02-28,16384,text,True,15B,1256
starcoder-2-7b-fireworksai,Fireworks AI,2024-02-28,16384,text,True,7B,1216
starcoder-2-3b-deepinfra,DeepInfra,2024-02-28,16384,text,True,3B,998
wizardlm-2-8x22b-openrouter,OpenRouter,2024-04-15,65536,text,True,141B MoE,1357
wizardlm-2-7b-leptonai,Lepton AI,2024-04-15,32768,text,True,7B,1141
dolphin-2.9-llama3-70b-replicate,Replicate,2024-05-01,8192,text,True,70B,1277
dolphin-2.8-mistral-7b-novitaai,Novita AI,2024-04-01,8192,text,True,7B,1065
gemma-2-27b-awsbedrock,AWS Bedrock,2024-06-27,8192,text,True,27B,1340
gemma-2-9b-anyscale,Anyscale,2024-06-27,8192,text,True,9B,1009
gemma-2-2b-sambanova,SambaNova,2024-06-27,8192,text,True,2B,1018
gemma-7b-hyperbolic,Hyperbolic,2024-02-21,8192,text,True,7B,1014
gemma-2b-lambdalabs,Lambda Labs,2024-02-21,8192,text,True,2B,1059
gemma-3-27b-runpod,RunPod,2026-03-15,16384,text,True,27B,1239
gemma-3-12b-vastai,Vast AI,2026-03-15,16384,text,True,12B,1252
gemma-3-4b-featherlessai,Featherless AI,2026-03-15,16384,text,True,4B,1116
gemma-3-1b-chutesai,Chutes AI,2026-03-15,16384,text,True,1B,1091
codegemma-7b-infermatic,Infermatic,2024-04-09,8192,text,True,7B,1238
recurrentgemma-2b-unifyai,Unify AI,2024-04-09,2048,text,True,2B,1162
llama-3.1-405b-groq,Groq,2024-07-23,128000,text,True,405B,1125
llama-3.1-405b-fp8-cerebras,Cerebras,2024-07-23,128000,text,True,405B FP8,1312
llama-3.1-70b-togetherai,Together AI,2024-07-23,128000,text,True,70B,1195
llama-3.1-70b-instruct-fireworksai,Fireworks AI,2024-07-23,128000,text,True,70B,1357
llama-3.1-8b-deepinfra,DeepInfra,2024-07-23,128000,text,True,8B,1204
llama-3.1-8b-instruct-openrouter,OpenRouter,2024-07-23,128000,text,True,8B,1250
llama-3.3-70b-leptonai,Lepton AI,2024-12-06,128000,text,True,70B,1281
llama-3.2-90b-vision-replicate,Replicate,2024-09-25,128000,multimodal,True,90B,1254
llama-3.2-11b-vision-novitaai,Novita AI,2024-09-25,128000,multimodal,True,11B,1140
llama-3.2-3b-awsbedrock,AWS Bedrock,2024-09-25,128000,text,True,3B,1193
llama-3.2-1b-anyscale,Anyscale,2024-09-25,128000,text,True,1B,1092
llama-3-70b-sambanova,SambaNova,2024-04-18,8192,text,True,70B,1086
llama-3-8b-hyperbolic,Hyperbolic,2024-04-18,8192,text,True,8B,1373
llama-4-405b-lambdalabs,Lambda Labs,2026-01-15,128000,multimodal,True,405B,1121
llama-4-70b-runpod,RunPod,2026-01-15,128000,multimodal,True,70B,1289
llama-4-8b-vastai,Vast AI,2026-01-15,128000,multimodal,True,8B,1329
llama-4-scout-featherlessai,Featherless AI,2026-04-01,128000,multimodal,True,30B,1237
llama-4-maverick-chutesai,Chutes AI,2026-05-10,128000,multimodal,True,120B,1343
llama-2-70b-infermatic,Infermatic,2023-07-18,4096,text,True,70B,1263
llama-2-13b-unifyai,Unify AI,2023-07-18,4096,text,True,13B,1128
llama-2-7b-groq,Groq,2023-07-18,4096,text,True,7B,1116
code-llama-70b-cerebras,Cerebras,2024-01-29,16384,text,True,70B,1012
